26,1,0.428571
29,1,0.214286
31,1,0.607143
32,3,0.380952
33,1,0.130952
34,2,0.666667
35,3,0.595238
36,3,0.690476
37,2,0.601190
38,3,0.281746
39,10,0.644048
40,9,0.530423
41,7,0.523810
42,7,0.513605
43,8,0.663690
44,7,0.637755
45,4,0.607143
46,5,0.528571
47,6,0.597222
48,5,0.588095
49,9,0.619048
50,6,0.575397
51,9,0.530423
52,5,0.626190
53,8,0.561012
54,1,0.714286
55,6,0.623016
56,5,0.459524
57,5,0.592857
58,7,0.658163
59,3,0.714286
60,4,0.687500
61,3,0.678571
62,1,0.607143
63,5,0.571429
64,3,0.603175
65,4,0.630952
66,5,0.640476
67,1,0.714286
68,2,0.696429
69,3,0.666667
70,2,0.714286
72,1,0.714286
74,1,0.678571
79,3,0.702381
83,1,0.714286
92,1,0.714286
