20,2,0.474013
21,2,0.488095
22,1,0.178571
23,5,0.360238
24,1,0.559524
25,3,0.333791
26,3,0.287139
27,3,0.283978
28,6,0.419643
29,1,0.437500
30,7,0.300036
31,5,0.396126
32,5,0.378373
33,2,0.024405
34,5,0.238095
35,5,0.267619
36,5,0.114048
37,3,0.480159
38,3,0.466270
39,6,0.365079
40,2,0.398810
41,5,0.539643
42,10,0.459643
43,3,0.528011
44,4,0.577381
45,2,0.476190
46,6,0.549603
47,3,0.313492
48,3,0.321429
49,5,0.395238
50,2,0.571429
51,1,0.666667
52,2,0.357143
53,4,0.404762
54,4,0.479167
55,3,0.472222
56,3,0.440476
57,1,0.392857
58,2,0.494048
59,5,0.521429
62,1,0.392857
63,1,0.714286
64,1,0.440476
65,1,0.226190
66,1,0.607143
67,1,0.666667
68,2,0.321429
69,1,0.166667
70,1,0.214286
71,1,0.678571
72,2,0.678571
73,2,0.625000
74,1,0.714286
75,3,0.515873
76,2,0.553571
78,1,0.488095
79,2,0.642857
80,2,0.494048
81,2,0.440476
82,2,0.196429
87,2,0.589286
89,1,0.142857
91,1,0.107143
94,1,0.678571
95,1,0.559524
96,1,0.428571
97,1,0.571429
106,1,0.000000
110,1,0.523810
112,1,0.607143
113,1,0.214286
116,1,0.678571
117,2,0.696429
118,1,0.678571
119,2,0.636905
132,1,0.547619
149,2,0.714286
