20,2,0.563487
21,2,0.488095
22,1,0.178571
23,5,0.553571
24,1,0.416667
25,3,0.406085
26,3,0.271266
27,3,0.370784
28,6,0.348512
29,1,0.275000
30,7,0.260276
31,5,0.324134
32,5,0.304246
33,2,0.036905
34,5,0.297619
35,5,0.239762
36,5,0.132857
37,3,0.313492
38,3,0.502646
39,6,0.478175
40,2,0.196429
41,5,0.544881
42,10,0.418214
43,3,0.522176
44,4,0.520833
45,2,0.410714
46,6,0.593254
47,3,0.230159
48,3,0.373016
49,5,0.373810
50,2,0.613095
51,1,0.619048
52,2,0.261905
53,4,0.360119
54,4,0.431548
55,3,0.349206
56,3,0.349206
57,1,0.273810
58,2,0.684524
59,5,0.528571
62,1,0.273810
63,1,0.416667
64,1,0.607143
65,1,0.535714
66,1,0.607143
67,1,0.702381
68,2,0.452381
69,1,0.571429
70,1,0.369048
71,1,0.678571
72,2,0.672619
73,2,0.625000
74,1,0.678571
75,3,0.591270
76,2,0.619048
78,1,0.559524
79,2,0.565476
80,2,0.452381
81,2,0.488095
82,2,0.446429
87,2,0.636905
89,1,0.202381
91,1,0.214286
94,1,0.702381
95,1,0.654762
96,1,0.571429
97,1,0.678571
106,1,0.000000
110,1,0.404762
112,1,0.607143
113,1,0.583333
116,1,0.714286
117,2,0.714286
118,1,0.714286
119,2,0.589286
132,1,0.714286
149,2,0.696429
