9,1,0.476190
12,2,0.476190
13,1,0.476190
14,4,0.476190
16,1,0.476190
17,1,0.285714
18,1,0.666667
19,1,0.476190
20,3,0.329365
21,4,0.422619
22,2,0.529762
23,4,0.431548
24,5,0.385714
25,2,0.428571
26,2,0.476190
27,5,0.452381
28,5,0.545238
29,1,0.166667
30,1,0.595238
31,4,0.443452
32,2,0.535714
33,6,0.525794
34,1,0.714286
35,5,0.554762
36,4,0.446429
37,4,0.434524
38,1,0.571429
39,5,0.526190
40,2,0.595238
41,2,0.535714
42,5,0.442857
43,1,0.666667
44,1,0.476190
46,1,0.452381
47,6,0.662698
49,4,0.428571
50,2,0.625000
52,2,0.315476
53,2,0.583333
54,1,0.642857
55,2,0.428571
56,1,0.654762
57,5,0.683333
58,5,0.609524
59,1,0.714286
60,2,0.363095
61,4,0.675595
62,7,0.636054
63,2,0.625000
64,2,0.464286
65,1,0.702381
66,5,0.707143
67,5,0.692857
68,6,0.632937
69,5,0.561905
70,1,0.714286
71,3,0.349206
72,4,0.619048
73,2,0.708333
74,6,0.668651
76,4,0.476190
77,3,0.670635
78,3,0.503968
79,1,0.583333
80,4,0.601190
81,3,0.650794
82,5,0.690476
83,3,0.690476
84,3,0.710317
85,1,0.666667
86,2,0.714286
87,2,0.702381
88,2,0.690476
89,6,0.692460
90,4,0.681548
91,5,0.669048
92,7,0.632653
93,5,0.714286
94,5,0.702381
95,5,0.626190
96,4,0.651786
97,3,0.690476
98,3,0.575397
99,4,0.693452
100,4,0.708333
101,1,0.714286
102,3,0.535714
103,1,0.702381
104,2,0.702381
105,3,0.555556
106,1,0.702381
107,3,0.567460
108,1,0.714286
109,1,0.714286
110,1,0.642857
111,7,0.612245
112,3,0.714286
113,2,0.678571
114,3,0.710317
115,2,0.672619
116,2,0.708333
117,6,0.652778
118,1,0.714286
120,5,0.702381
121,2,0.714286
122,2,0.517857
123,2,0.702381
124,6,0.690476
125,3,0.694444
126,1,0.702381
127,1,0.714286
128,2,0.684524
129,1,0.714286
130,1,0.714286
132,4,0.550595
133,5,0.588095
134,3,0.714286
135,2,0.714286
136,3,0.714286
137,2,0.589286
138,2,0.708333
141,4,0.610119
142,2,0.714286
143,5,0.714286
144,1,0.714286
145,2,0.714286
146,2,0.696429
147,1,0.714286
148,4,0.607143
149,2,0.714286
150,1,0.714286
151,5,0.688095
152,2,0.714286
153,2,0.714286
154,2,0.714286
155,1,0.714286
157,1,0.714286
159,1,0.666667
160,3,0.714286
161,3,0.702381
162,3,0.710317
164,1,0.714286
165,2,0.714286
167,1,0.714286
168,2,0.630952
169,1,0.678571
170,2,0.714286
173,2,0.714286
174,1,0.714286
175,3,0.690476
176,2,0.708333
177,3,0.714286
179,2,0.708333
180,1,0.714286
182,3,0.702381
183,2,0.714286
184,2,0.714286
185,1,0.714286
187,2,0.708333
190,2,0.714286
191,1,0.714286
192,1,0.702381
194,1,0.714286
196,1,0.714286
197,2,0.714286
201,2,0.714286
202,1,0.714286
204,2,0.714286
205,2,0.714286
208,1,0.714286
211,2,0.714286
213,1,0.714286
216,1,0.714286
219,2,0.714286
221,1,0.714286
222,1,0.714286
226,1,0.714286
227,4,0.714286
230,3,0.714286
231,2,0.714286
234,1,0.714286
238,1,0.714286
240,1,0.714286
243,1,0.452381
250,1,0.714286
253,1,0.714286
254,1,0.583333
255,1,0.714286
257,1,0.714286
258,2,0.708333
259,2,0.714286
261,1,0.714286
262,1,0.714286
264,2,0.714286
265,3,0.714286
267,1,0.714286
268,1,0.714286
270,1,0.714286
272,1,0.714286
274,1,0.714286
277,1,0.714286
281,1,0.714286
285,1,0.714286
287,1,0.714286
294,1,0.714286
295,1,0.714286
300,1,0.714286
303,1,0.714286
306,1,0.714286
311,1,0.714286
