26,1,0.535714
29,1,0.238095
31,1,0.583333
32,3,0.448413
33,1,0.130952
34,2,0.589286
35,3,0.611111
36,3,0.702381
37,2,0.595238
38,3,0.388889
39,10,0.675000
40,9,0.518519
41,7,0.537415
42,7,0.537415
43,8,0.669643
44,7,0.625850
45,4,0.610119
46,5,0.590476
47,6,0.638889
48,5,0.559524
49,9,0.664021
50,6,0.587302
51,9,0.537037
52,5,0.664286
53,8,0.569940
54,1,0.714286
55,6,0.597222
56,5,0.473810
57,5,0.619048
58,7,0.644558
59,3,0.634921
60,4,0.702381
61,3,0.630952
62,1,0.678571
63,5,0.600000
64,3,0.587302
65,4,0.657738
66,5,0.671429
67,1,0.714286
68,2,0.654762
69,3,0.714286
70,2,0.708333
72,1,0.678571
74,1,0.714286
79,3,0.666667
83,1,0.714286
92,1,0.714286
