26,1,0.357143
29,1,0.428571
31,1,0.678571
32,3,0.436508
33,1,0.416667
34,2,0.672619
35,3,0.595238
36,3,0.714286
37,2,0.357143
38,3,0.361111
39,10,0.596429
40,9,0.538360
41,7,0.619048
42,7,0.506803
43,8,0.644345
44,7,0.630952
45,4,0.568452
46,5,0.604762
47,6,0.648810
48,5,0.571429
49,9,0.617725
50,6,0.579365
51,9,0.539683
52,5,0.650000
53,8,0.592262
54,1,0.714286
55,6,0.678571
56,5,0.483333
57,5,0.666667
58,7,0.634354
59,3,0.710317
60,4,0.687500
61,3,0.646825
62,1,0.595238
63,5,0.650000
64,3,0.706349
65,4,0.616071
66,5,0.685714
67,1,0.714286
68,2,0.666667
69,3,0.611111
70,2,0.702381
72,1,0.702381
74,1,0.714286
79,3,0.690476
83,1,0.714286
92,1,0.714286
